"Reported Date","Suburb - Incident","Postcode - Incident","Offence Level 1 Description","Offence Level 2 Description","Offence Level 3 Description","Offence count"
"29/08/2022","ELIZABETH","5112","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"29/08/2022","ELIZABETH DOWNS","5113","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Property damage by fire or explosion","1"
"29/08/2022","ELIZABETH DOWNS","5113","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Serious Assault not resulting in injury","1"
"29/08/2022","ELIZABETH EAST","5112","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"29/08/2022","ELIZABETH PARK","5113","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from motor vehicle","1"
"29/08/2022","ELIZABETH SOUTH","5112","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"29/08/2022","ELIZABETH VALE","5112","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","1"
"29/08/2022","ELIZABETH VALE","5112","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"29/08/2022","ELIZABETH VALE","5112","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft/Illegal Use of MV","1"
"29/08/2022","ENFIELD","5085","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","1"
"29/08/2022","EVERARD PARK","5035","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from motor vehicle","1"
"29/08/2022","EXETER","5019","OFFENCES AGAINST PROPERTY","FRAUD DECEPTION AND RELATED OFFENCES","Obtain benefit by deception","1"
"29/08/2022","EYRE","5121","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from shop","1"
"29/08/2022","FAIRVIEW PARK","5126","OFFENCES AGAINST PROPERTY","SERIOUS CRIMINAL TRESPASS","SCT - Non Residence","1"
"29/08/2022","FELIXSTOW","5070","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from motor vehicle","1"
"29/08/2022","FERRYDEN PARK","5010","OFFENCES AGAINST PROPERTY","SERIOUS CRIMINAL TRESPASS","Other unlawful entry with intent","1"
"29/08/2022","FERRYDEN PARK","5010","OFFENCES AGAINST PROPERTY","SERIOUS CRIMINAL TRESPASS","SCT - Residence","1"
"29/08/2022","FINDON","5023","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","2"
"29/08/2022","FINDON","5023","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Receive or handle proceeds of crime","1"
"29/08/2022","FINDON","5023","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from shop","1"
"29/08/2022","FINDON","5023","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft/Illegal Use of MV","1"
"29/08/2022","FLAGSTAFF HILL","5159","OFFENCES AGAINST PROPERTY","FRAUD DECEPTION AND RELATED OFFENCES","Other fraud, deception and related offences","1"
"29/08/2022","FLAXLEY","5153","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","1"
"29/08/2022","FULHAM","5024","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"29/08/2022","FULHAM","5024","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from motor vehicle","1"
"29/08/2022","GAWLER BELT","5118","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Common Assault","1"
"29/08/2022","GAWLER EAST","5118","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"29/08/2022","GEPPS CROSS","5094","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","1"
"29/08/2022","GEPPS CROSS","5094","OFFENCES AGAINST PROPERTY","SERIOUS CRIMINAL TRESPASS","SCT - Non Residence","1"
"29/08/2022","GEPPS CROSS","5094","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"29/08/2022","GILBERTON","5081","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from motor vehicle","1"
"29/08/2022","GLENELG","5045","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"29/08/2022","GLENELG","5045","OFFENCES AGAINST THE PERSON","OTHER OFFENCES AGAINST THE PERSON","Abduction, harassment and other offences","1"
"29/08/2022","GLENGOWRIE","5044","OFFENCES AGAINST PROPERTY","FRAUD DECEPTION AND RELATED OFFENCES","Obtain benefit by deception","1"
"29/08/2022","GLENGOWRIE","5044","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Graffiti","1"
"29/08/2022","GLENGOWRIE","5044","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from motor vehicle","1"
"29/08/2022","GLENUNGA","5064","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","2"
"29/08/2022","GOLDEN GROVE","5125","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","1"
"29/08/2022","GOLDEN GROVE","5125","OFFENCES AGAINST PROPERTY","SERIOUS CRIMINAL TRESPASS","Other unlawful entry with intent","1"
"29/08/2022","GOLDEN GROVE","5125","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from motor vehicle","1"
"29/08/2022","GRANGE","5022","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","1"
"29/08/2022","HACKHAM","5163","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","1"
"29/08/2022","HACKHAM","5163","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft/Illegal Use of MV","1"
"29/08/2022","HACKHAM WEST","5163","OFFENCES AGAINST PROPERTY","SERIOUS CRIMINAL TRESPASS","SCT - Residence","1"
"29/08/2022","HACKHAM WEST","5163","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"29/08/2022","HACKHAM WEST","5163","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Serious Assault not resulting in injury","1"
"29/08/2022","HALLETT COVE","5158","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from motor vehicle","1"
"29/08/2022","HAZELWOOD PARK","5066","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"29/08/2022","HENLEY BEACH","5022","OFFENCES AGAINST PROPERTY","SERIOUS CRIMINAL TRESPASS","SCT - Non Residence","1"
"29/08/2022","HENLEY BEACH","5022","OFFENCES AGAINST PROPERTY","SERIOUS CRIMINAL TRESPASS","SCT - Residence","1"
"29/08/2022","HENLEY BEACH","5022","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from motor vehicle","1"
"29/08/2022","HILLBANK","5112","OFFENCES AGAINST PROPERTY","FRAUD DECEPTION AND RELATED OFFENCES","Obtain benefit by deception","1"
"29/08/2022","HILLBANK","5112","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"29/08/2022","HILLIER","5116","OFFENCES AGAINST PROPERTY","FRAUD DECEPTION AND RELATED OFFENCES","Obtain benefit by deception","1"
"29/08/2022","HILTON","5033","OFFENCES AGAINST PROPERTY","FRAUD DECEPTION AND RELATED OFFENCES","Other fraud, deception and related offences","1"
"29/08/2022","HINDMARSH ISLAND","5214","OFFENCES AGAINST PROPERTY","SERIOUS CRIMINAL TRESPASS","SCT - Non Residence","1"
"29/08/2022","HOLDEN HILL","5088","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","1"
"29/08/2022","HOPE VALLEY","5090","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"29/08/2022","HOPE VALLEY","5090","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft/Illegal Use of MV","1"
"29/08/2022","HUNTFIELD HEIGHTS","5163","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","1"
"29/08/2022","HUNTFIELD HEIGHTS","5163","OFFENCES AGAINST PROPERTY","SERIOUS CRIMINAL TRESPASS","SCT - Residence","1"
"29/08/2022","HUNTFIELD HEIGHTS","5163","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from shop","1"
"29/08/2022","INGLE FARM","5098","OFFENCES AGAINST PROPERTY","FRAUD DECEPTION AND RELATED OFFENCES","Obtain benefit by deception","1"
"29/08/2022","JERVOIS","5259","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from motor vehicle","1"
"29/08/2022","KADINA","5554","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Graffiti","1"
"29/08/2022","KEITH","5267","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Common Assault","1"
"29/08/2022","KENSINGTON PARK","5068","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Serious Assault resulting in injury","1"
"29/08/2022","KENT TOWN","5067","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","1"
"29/08/2022","KENT TOWN","5067","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from motor vehicle","1"
"29/08/2022","KIDMAN PARK","5025","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Graffiti","1"
"29/08/2022","KIDMAN PARK","5025","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"29/08/2022","KILBURN","5084","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from motor vehicle","1"
"29/08/2022","KILBURN","5084","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from shop","1"
"29/08/2022","KILBURN","5084","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Common Assault","1"
"29/08/2022","KILKENNY","5009","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","1"
"29/08/2022","KLEMZIG","5087","OFFENCES AGAINST PROPERTY","FRAUD DECEPTION AND RELATED OFFENCES","Obtain benefit by deception","1"
"29/08/2022","KUDLA","5115","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Serious Assault not resulting in injury","1"
"29/08/2022","KURRALTA PARK","5037","OFFENCES AGAINST THE PERSON","OTHER OFFENCES AGAINST THE PERSON","Abduction, harassment and other offences","1"
"29/08/2022","LARGS BAY","5016","OFFENCES AGAINST PROPERTY","FRAUD DECEPTION AND RELATED OFFENCES","Obtain benefit by deception","1"
"29/08/2022","LIGHT PASS","5355","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","1"
"29/08/2022","LIGHT PASS","5355","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Serious Assault not resulting in injury","1"
"29/08/2022","LIGHTSVIEW","5085","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"29/08/2022","LONSDALE","5160","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","1"
"29/08/2022","LONSDALE","5160","OFFENCES AGAINST PROPERTY","SERIOUS CRIMINAL TRESPASS","Other unlawful entry with intent","1"
"29/08/2022","LONSDALE","5160","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"29/08/2022","LONSDALE","5160","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft/Illegal Use of MV","1"
"29/08/2022","LONSDALE","5160","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Serious Assault resulting in injury","1"
"29/08/2022","LONSDALE","5160","OFFENCES AGAINST THE PERSON","ROBBERY AND RELATED OFFENCES","Aggravated robbery","2"
"29/08/2022","LOXTON","5333","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","6"
"29/08/2022","MAITLAND","5573","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Graffiti","1"
"29/08/2022","MARDEN","5070","OFFENCES AGAINST PROPERTY","FRAUD DECEPTION AND RELATED OFFENCES","Obtain benefit by deception","1"
"29/08/2022","MCLAREN VALE","5171","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"29/08/2022","MELROSE PARK","5039","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from motor vehicle","1"
"29/08/2022","MILANG","5256","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","1"
"29/08/2022","MILE END","5031","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"29/08/2022","MILLICENT","5280","OFFENCES AGAINST PROPERTY","SERIOUS CRIMINAL TRESPASS","SCT - Non Residence","1"
"29/08/2022","MILLICENT","5280","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from motor vehicle","1"
"29/08/2022","MITCHELL PARK","5043","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","1"
"29/08/2022","MODBURY","5092","OFFENCES AGAINST PROPERTY","FRAUD DECEPTION AND RELATED OFFENCES","Obtain benefit by deception","1"
"29/08/2022","MODBURY","5092","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"29/08/2022","MODBURY","5092","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from motor vehicle","1"
"29/08/2022","MODBURY","5092","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Common Assault","1"
"29/08/2022","MODBURY HEIGHTS","5092","OFFENCES AGAINST PROPERTY","FRAUD DECEPTION AND RELATED OFFENCES","Obtain benefit by deception","1"
"29/08/2022","MODBURY HEIGHTS","5092","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Other acts intended to cause injury","1"
"29/08/2022","MONASH","5342","OFFENCES AGAINST PROPERTY","FRAUD DECEPTION AND RELATED OFFENCES","Obtain benefit by deception","1"
"29/08/2022","MORPHETT VALE","5162","OFFENCES AGAINST PROPERTY","FRAUD DECEPTION AND RELATED OFFENCES","Obtain benefit by deception","1"
"29/08/2022","MORPHETT VALE","5162","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"29/08/2022","MOUNT BARKER","5251","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","1"
"29/08/2022","MOUNT BENSON","5275","OFFENCES AGAINST PROPERTY","SERIOUS CRIMINAL TRESPASS","SCT - Non Residence","1"
"29/08/2022","MOUNT GAMBIER","5290","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","1"
"29/08/2022","MUNNO PARA","5115","OFFENCES AGAINST PROPERTY","FRAUD DECEPTION AND RELATED OFFENCES","Obtain benefit by deception","1"
"29/08/2022","MUNNO PARA","5115","OFFENCES AGAINST THE PERSON","OTHER OFFENCES AGAINST THE PERSON","Abduction, harassment and other offences","1"
"29/08/2022","MUNNO PARA WEST","5115","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft/Illegal Use of MV","1"
"29/08/2022","MURBKO","5320","OFFENCES AGAINST PROPERTY","SERIOUS CRIMINAL TRESPASS","SCT - Non Residence","1"
"29/08/2022","MURRAWONG","5253","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft/Illegal Use of MV","1"
"29/08/2022","MURRAY BRIDGE","5253","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from motor vehicle","1"
"29/08/2022","NAILSWORTH","5083","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from motor vehicle","1"
"29/08/2022","NAIRNE","5252","OFFENCES AGAINST PROPERTY","SERIOUS CRIMINAL TRESPASS","SCT - Residence","1"
"29/08/2022","NARACOORTE","5271","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","1"
"29/08/2022","NOARLUNGA CENTRE","5168","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"29/08/2022","NOARLUNGA CENTRE","5168","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from shop","1"
"29/08/2022","NOARLUNGA DOWNS","5168","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","1"
"29/08/2022","NORWOOD","5067","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from shop","1"
"29/08/2022","NOT DISCLOSED","NOT DISCLOSED","OFFENCES AGAINST THE PERSON","SEXUAL ASSAULT AND RELATED OFFENCES","Aggravated sexual assault","4"
"29/08/2022","NOT DISCLOSED","NOT DISCLOSED","OFFENCES AGAINST THE PERSON","SEXUAL ASSAULT AND RELATED OFFENCES","Non-aggravated sexual assault","1"
"29/08/2022","NOT DISCLOSED","NOT DISCLOSED","OFFENCES AGAINST THE PERSON","SEXUAL ASSAULT AND RELATED OFFENCES","Non-assaultive sexual offences","2"
"29/08/2022","OAKDEN","5086","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Serious Assault not resulting in injury","1"
"29/08/2022","OAKLANDS PARK","5046","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"29/08/2022","OAKLANDS PARK","5046","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from shop","5"
"29/08/2022","OAKLANDS PARK","5046","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Serious Assault not resulting in injury","1"
"29/08/2022","OAKLANDS PARK","5046","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Serious Assault resulting in injury","1"
"29/08/2022","OLD REYNELLA","5161","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"29/08/2022","OLD REYNELLA","5161","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft/Illegal Use of MV","1"
"29/08/2022","O'SULLIVAN BEACH","5166","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"29/08/2022","O'SULLIVAN BEACH","5166","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft/Illegal Use of MV","2"
"29/08/2022","O'SULLIVAN BEACH","5166","OFFENCES AGAINST THE PERSON","HOMICIDE AND RELATED OFFENCES","Other homicide and related offences","1"
"29/08/2022","PARADISE","5075","OFFENCES AGAINST PROPERTY","FRAUD DECEPTION AND RELATED OFFENCES","Obtain benefit by deception","1"
"29/08/2022","PARADISE","5075","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Common Assault","1"
"29/08/2022","PARAFIELD","5106","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from motor vehicle","1"
"29/08/2022","PARAFIELD","5106","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from shop","3"
"29/08/2022","PARAFIELD GARDENS","5107","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","1"
"29/08/2022","PARAFIELD GARDENS","5107","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"29/08/2022","PARA HILLS","5096","OFFENCES AGAINST PROPERTY","FRAUD DECEPTION AND RELATED OFFENCES","Obtain benefit by deception","1"
"29/08/2022","PARA HILLS","5096","OFFENCES AGAINST PROPERTY","FRAUD DECEPTION AND RELATED OFFENCES","Other fraud, deception and related offences","1"
"29/08/2022","PARA HILLS","5096","OFFENCES AGAINST PROPERTY","SERIOUS CRIMINAL TRESPASS","Other unlawful entry with intent","1"
"29/08/2022","PARA HILLS","5096","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Receive or handle proceeds of crime","2"
"29/08/2022","PARA HILLS","5096","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from motor vehicle","1"
"29/08/2022","PARA HILLS WEST","5096","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"29/08/2022","PARALOWIE","5108","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","3"
"29/08/2022","PARALOWIE","5108","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Common Assault","1"
"29/08/2022","PARKSIDE","5063","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Graffiti","1"
"29/08/2022","PASADENA","5042","OFFENCES AGAINST PROPERTY","SERIOUS CRIMINAL TRESPASS","SCT - Residence","1"
"29/08/2022","PASADENA","5042","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from shop","1"
"29/08/2022","PENFIELD","5121","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Receive or handle proceeds of crime","1"
"29/08/2022","PENNINGTON","5013","OFFENCES AGAINST PROPERTY","FRAUD DECEPTION AND RELATED OFFENCES","Other fraud, deception and related offences","1"
"29/08/2022","PENNINGTON","5013","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from motor vehicle","1"
"29/08/2022","PLYMPTON","5038","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"29/08/2022","PLYMPTON","5038","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from motor vehicle","1"
"29/08/2022","PLYMPTON","5038","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Serious Assault resulting in injury","1"
"29/08/2022","PLYMPTON PARK","5038","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from motor vehicle","1"
"29/08/2022","PORT AUGUSTA","5700","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","2"
"29/08/2022","PORT AUGUSTA","5700","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"29/08/2022","PORT AUGUSTA","5700","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from shop","1"
"29/08/2022","PORT AUGUSTA","5700","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Common Assault","1"
"29/08/2022","PORT AUGUSTA WEST","5700","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"29/08/2022","PORT LINCOLN","5606","OFFENCES AGAINST PROPERTY","FRAUD DECEPTION AND RELATED OFFENCES","Obtain benefit by deception","1"
"29/08/2022","PORT LINCOLN","5606","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","1"
"29/08/2022","PORT LINCOLN","5606","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from motor vehicle","3"
"29/08/2022","PORT LINCOLN","5606","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from shop","1"
"29/08/2022","PORT MACDONNELL","5291","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"29/08/2022","PORT PIRIE","5540","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","2"
"29/08/2022","PORT PIRIE SOUTH","5540","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft/Illegal Use of MV","1"
"29/08/2022","PROSPECT","5082","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","1"
"29/08/2022","PROSPECT","5082","OFFENCES AGAINST PROPERTY","SERIOUS CRIMINAL TRESPASS","SCT - Residence","1"
"29/08/2022","PROSPECT","5082","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from motor vehicle","2"
"29/08/2022","RENMARK NORTH","5341","OFFENCES AGAINST PROPERTY","FRAUD DECEPTION AND RELATED OFFENCES","Obtain benefit by deception","1"
"29/08/2022","REYNELLA EAST","5161","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from motor vehicle","1"
"29/08/2022","RIVERTON","5412","OFFENCES AGAINST PROPERTY","SERIOUS CRIMINAL TRESPASS","SCT - Non Residence","1"
"29/08/2022","ROYAL PARK","5014","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from shop","1"
"29/08/2022","ROYAL PARK","5014","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Serious Assault not resulting in injury","1"
"29/08/2022","ROYAL PARK","5014","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Serious Assault resulting in injury","1"
"29/08/2022","SALISBURY","5108","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Graffiti","1"
"29/08/2022","SALISBURY","5108","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","1"
"29/08/2022","SALISBURY","5108","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","2"
"29/08/2022","SALISBURY","5108","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from shop","3"
"29/08/2022","SALISBURY","5108","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft/Illegal Use of MV","1"
"29/08/2022","SALISBURY DOWNS","5108","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","2"
"29/08/2022","SALISBURY DOWNS","5108","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from shop","1"
"29/08/2022","SALISBURY EAST","5109","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"29/08/2022","SALISBURY HEIGHTS","5109","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","2"
"29/08/2022","SALISBURY NORTH","5108","OFFENCES AGAINST PROPERTY","FRAUD DECEPTION AND RELATED OFFENCES","Obtain benefit by deception","1"
"29/08/2022","SALISBURY NORTH","5108","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","1"
"29/08/2022","SALISBURY NORTH","5108","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Serious Assault not resulting in injury","1"
"29/08/2022","SALISBURY NORTH","5108","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Serious Assault resulting in injury","1"
"29/08/2022","SALISBURY PLAIN","5109","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from shop","1"
